,PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,eyes,comments,flagged
142,FL3,-,,auto,14.0,accumulator,1724882045473,1724882055708,10235,Main,Can you show me zogi bananas again?,4,zogi,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,FL3,-,,auto,14.0,accumulator,1724882045473,1724882055881,10408,Main,Can you show me zogi bananas again?,4,zogi,1.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,FL3,-,,auto,14.0,accumulator,1724882045473,1724882056054,10581,Main,Can you show me zogi bananas again?,4,zogi,2.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,FL3,-,,auto,14.0,accumulator,1724882045473,1724882056295,10822,Main,Can you show me zogi bananas again?,4,zogi,3.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
146,FL3,-,,trial,14.0,trialsubmit,1724882045473,1724882056870,11397,Main,Can you show me zogi bananas again?,4,zogi,4.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
147,FL3,-,,auto,15.0,accumulator,1724882056871,1724882063455,6584,Main,Can you show me zozo bananas again?,6,zozo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,FL3,-,,auto,15.0,accumulator,1724882056871,1724882063643,6772,Main,Can you show me zozo bananas again?,6,zozo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,FL3,-,,auto,15.0,accumulator,1724882056871,1724882063838,6967,Main,Can you show me zozo bananas again?,6,zozo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,FL3,-,,auto,15.0,accumulator,1724882056871,1724882064761,7890,Main,Can you show me zozo bananas again?,6,zozo,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,FL3,-,,auto,15.0,accumulator,1724882056871,1724882064929,8058,Main,Can you show me zozo bananas again?,6,zozo,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,FL3,-,,auto,15.0,accumulator,1724882056871,1724882065224,8353,Main,Can you show me zozo bananas again?,6,zozo,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,FL3,-,,auto,15.0,accumulator,1724882056871,1724882065623,8752,Main,Can you show me zozo bananas again?,6,zozo,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,FL3,-,,auto,15.0,accumulator,1724882056871,1724882065785,8914,Main,Can you show me zozo bananas again?,6,zozo,1.0,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,FL3,-,,auto,15.0,accumulator,1724882056871,1724882065946,9075,Main,Can you show me zozo bananas again?,6,zozo,2.0,,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,FL3,-,,auto,15.0,accumulator,1724882056871,1724882066123,9252,Main,Can you show me zozo bananas again?,6,zozo,3.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,FL3,-,,auto,15.0,accumulator,1724882056871,1724882066307,9436,Main,Can you show me zozo bananas again?,6,zozo,4.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,FL3,-,,auto,15.0,accumulator,1724882056871,1724882066471,9600,Main,Can you show me zozo bananas again?,6,zozo,5.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,FL3,-,,trial,15.0,trialsubmit,1724882056871,1724882067138,10267,Main,Can you show me zozo bananas again?,6,zozo,6.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
160,FL3,-,,auto,16.0,accumulator,1724882067140,1724882082246,15106,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,FL3,-,,auto,16.0,accumulator,1724882067140,1724882082394,15254,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,FL3,-,,auto,16.0,accumulator,1724882067140,1724882082552,15412,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,FL3,-,,auto,16.0,accumulator,1724882067140,1724882082864,15724,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
164,FL3,-,,auto,16.0,accumulator,1724882067140,1724882083052,15912,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
165,FL3,-,,auto,16.0,accumulator,1724882067140,1724882083222,16082,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
166,FL3,-,,trial,16.0,trialsubmit,1724882067140,1724882084738,17598,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
167,FL3,-,,auto,17.0,accumulator,1724882084740,1724882085746,1006,Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,FL3,-,,auto,17.0,accumulator,1724882084740,1724882085989,1249,Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
169,FL3,-,,trial,17.0,trialsubmit,1724882084740,1724882086531,1791,Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
170,FL3,-,,auto,18.0,accumulator,1724882086533,1724882092223,5690,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,FL3,-,,auto,18.0,accumulator,1724882086533,1724882092384,5851,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,FL3,-,,auto,18.0,accumulator,1724882086533,1724882092574,6041,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,FL3,-,,auto,18.0,accumulator,1724882086533,1724882092747,6214,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,FL3,-,,auto,18.0,accumulator,1724882086533,1724882093008,6475,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
175,FL3,-,,auto,18.0,accumulator,1724882086533,1724882093176,6643,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,1.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
176,FL3,-,,auto,18.0,accumulator,1724882086533,1724882093364,6831,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,2.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
177,FL3,-,,auto,18.0,accumulator,1724882086533,1724882093545,7012,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,3.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
178,FL3,-,,trial,18.0,trialsubmit,1724882086533,1724882094021,7488,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,4.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
179,FL3,-,,auto,19.0,accumulator,1724882094023,1724882102764,8741,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,FL3,-,,auto,19.0,accumulator,1724882094023,1724882102919,8896,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,FL3,-,,auto,19.0,accumulator,1724882094023,1724882103078,9055,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,FL3,-,,auto,19.0,accumulator,1724882094023,1724882103240,9217,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,FL3,-,,auto,19.0,accumulator,1724882094023,1724882103409,9386,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,FL3,-,,auto,19.0,accumulator,1724882094023,1724882103579,9556,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,FL3,-,,auto,19.0,accumulator,1724882094023,1724882103890,9867,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
186,FL3,-,,auto,19.0,accumulator,1724882094023,1724882104057,10034,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,1.0,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
187,FL3,-,,auto,19.0,accumulator,1724882094023,1724882104222,10199,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,2.0,,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
188,FL3,-,,auto,19.0,accumulator,1724882094023,1724882104457,10434,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,3.0,,6.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
189,FL3,-,,auto,19.0,accumulator,1724882094023,1724882104644,10621,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,4.0,,6.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
190,FL3,-,,auto,19.0,accumulator,1724882094023,1724882104804,10781,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,5.0,,6.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
191,FL3,-,,trial,19.0,trialsubmit,1724882094023,1724882105341,11318,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,6.0,,6.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
192,FL3,-,,auto,20.0,accumulator,1724882105343,1724882131708,26365,Main,Another Giraffe number is... three-two bananas.,5,three-two,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,FL3,-,,auto,20.0,accumulator,1724882105343,1724882131902,26559,Main,Another Giraffe number is... three-two bananas.,5,three-two,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,FL3,-,,auto,20.0,accumulator,1724882105343,1724882132534,27191,Main,Another Giraffe number is... three-two bananas.,5,three-two,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,FL3,-,,auto,20.0,accumulator,1724882105343,1724882136482,31139,Main,Another Giraffe number is... three-two bananas.,5,three-two,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,FL3,-,,auto,20.0,accumulator,1724882105343,1724882136631,31288,Main,Another Giraffe number is... three-two bananas.,5,three-two,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,FL3,-,,auto,20.0,accumulator,1724882105343,1724882136942,31599,Main,Another Giraffe number is... three-two bananas.,5,three-two,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
198,FL3,-,,auto,20.0,accumulator,1724882105343,1724882137111,31768,Main,Another Giraffe number is... three-two bananas.,5,three-two,1.0,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
199,FL3,-,,auto,20.0,accumulator,1724882105343,1724882137282,31939,Main,Another Giraffe number is... three-two bananas.,5,three-two,2.0,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
200,FL3,-,,auto,20.0,accumulator,1724882105343,1724882137639,32296,Main,Another Giraffe number is... three-two bananas.,5,three-two,3.0,,5.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
201,FL3,-,,auto,20.0,accumulator,1724882105343,1724882137775,32432,Main,Another Giraffe number is... three-two bananas.,5,three-two,4.0,,5.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
202,FL3,-,,trial,20.0,trialsubmit,1724882105343,1724882138375,33032,Main,Another Giraffe number is... three-two bananas.,5,three-two,5.0,,5.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
203,FL3,-,,auto,21.0,accumulator,1724882138376,1724882148243,9867,Main,Another Giraffe number is... three-one bananas.,4,three-one,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,FL3,-,,auto,21.0,accumulator,1724882138376,1724882148408,10032,Main,Another Giraffe number is... three-one bananas.,4,three-one,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,FL3,-,,auto,21.0,accumulator,1724882138376,1724882148581,10205,Main,Another Giraffe number is... three-one bananas.,4,three-one,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,FL3,-,,auto,21.0,accumulator,1724882138376,1724882148780,10404,Main,Another Giraffe number is... three-one bananas.,4,three-one,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,FL3,-,,auto,21.0,accumulator,1724882138376,1724882149076,10700,Main,Another Giraffe number is... three-one bananas.,4,three-one,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
208,FL3,-,,auto,21.0,accumulator,1724882138376,1724882149252,10876,Main,Another Giraffe number is... three-one bananas.,4,three-one,1.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,FL3,-,,auto,21.0,accumulator,1724882138376,1724882149417,11041,Main,Another Giraffe number is... three-one bananas.,4,three-one,2.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,FL3,-,,auto,21.0,accumulator,1724882138376,1724882149646,11270,Main,Another Giraffe number is... three-one bananas.,4,three-one,3.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
211,FL3,-,,trial,21.0,trialsubmit,1724882138376,1724882150240,11864,Main,Another Giraffe number is... three-one bananas.,4,three-one,4.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
212,FL3,-,,auto,22.0,accumulator,1724882150241,1724882157058,6817,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,FL3,-,,auto,22.0,accumulator,1724882150241,1724882157250,7009,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,FL3,-,,auto,22.0,accumulator,1724882150241,1724882157462,7221,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,FL3,-,,auto,22.0,accumulator,1724882150241,1724882159679,9438,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,FL3,-,,auto,22.0,accumulator,1724882150241,1724882160067,9826,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,FL3,-,,auto,22.0,accumulator,1724882150241,1724882160349,10108,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,FL3,-,,auto,22.0,accumulator,1724882150241,1724882161104,10863,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,FL3,-,,auto,22.0,accumulator,1724882150241,1724882161276,11035,Main,Another Giraffe number is... three-three bananas.,6,three-three,1.0,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
220,FL3,-,,auto,22.0,accumulator,1724882150241,1724882161480,11239,Main,Another Giraffe number is... three-three bananas.,6,three-three,2.0,,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,FL3,-,,auto,22.0,accumulator,1724882150241,1724882161659,11418,Main,Another Giraffe number is... three-three bananas.,6,three-three,3.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,FL3,-,,auto,22.0,accumulator,1724882150241,1724882162267,12026,Main,Another Giraffe number is... three-three bananas.,6,three-three,4.0,,6.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
223,FL3,-,,auto,22.0,accumulator,1724882150241,1724882162408,12167,Main,Another Giraffe number is... three-three bananas.,6,three-three,5.0,,6.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
224,FL3,-,,trial,22.0,trialsubmit,1724882150241,1724882168335,18094,Main,Another Giraffe number is... three-three bananas.,6,three-three,6.0,,6.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
