,id,age,ym,hc,kl,CP,kl_numeric,cd1,cd2,exp,trial,response,trialType,sectionTrial,expected,correct,suf,resp,response_trunc
257,ADR08_230724,44.8,3;8,12,3,False,3,0,1,LZ,s3,2,s,3,3,False,True,2,2
258,ADL06_230724,45.03333333,3;9,12,3,False,3,1,0,LZ,s3,2,s,3,3,False,True,2,2
259,ADM05_230724,49.43333333,4;1,12,CP,True,,0,0,LZ,s3,3,s,3,3,True,,3,3
260,ADE02_230724,69.43333333,5;9,18,CP,True,,0,0,LZ,s3,3,s,3,3,True,,3,3
261,ADA03_230724,64.5,5;4,21,CP,True,,1,1,LZ,s3,2,s,3,3,False,,2,2
262,FLBR01_230803,63.86,5;3,43,CP,True,,0,0,LZ,s3,3,s,3,3,True,,3,3
263,FLGK02_230803,66.66,5;6,29,CP,True,,1,1,LZ,s3,3,s,3,3,True,,3,3
264,FLB01_230831,43.83333333,3;7,6,3,False,3,0,0,SL,s3,3,s,3,3,True,True,3,3
265,FLZK01_230902,24.16666667,2;0,1,2,False,2,1,1,LZ,s3,11,s,3,3,False,False,99,0
266,FLMC02_230902,52.13333333,4;4,14,4,False,4,0,0,LZ,s3,3,s,3,3,True,True,3,3
267,FLR03_230902,83.76666667,6;11,100,CP,True,,1,1,LZ,s3,3,s,3,3,True,,3,3
268,FLE04_230902,56.73333333,4;8,29,CP,True,,0,0,LZ,s3,3,s,3,3,True,,3,3
270,FLE03_231003,37.96666667,3;1,11,6,True,,1,0,SL,s3,2,s,3,3,False,,2,2
271,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,s3,3,s,3,3,True,,3,3
272,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,s3,3,s,3,3,True,,3,3
273,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,s3,3,s,3,3,True,,3,3
274,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,s3,3,s,3,3,True,False,3,3
275,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,s3,3,s,3,3,True,,3,3
276,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,s3,3,s,3,3,True,,3,3
277,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,s3,4,s,3,3,False,False,4,4
278,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,s3,3,s,3,3,True,,3,3
279,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,s3,3,s,3,3,True,,3,3
280,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,s3,3,s,3,3,True,,3,3
281,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,s3,2,s,3,3,False,False,2,2
282,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,s3,16,s,3,3,False,,99,0
283,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,s3,3,s,3,3,True,,3,3
284,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,s3,3,s,3,3,True,,3,3
285,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,s3,2,s,3,3,False,True,2,2
286,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,s3,2,s,3,3,False,False,2,2
287,SBDM11_231128,36.63333333,3;0,9,4,False,4,0,0,SL,s3,21,s,3,3,False,True,99,0
288,SBGC04_231128,40.76666667,3;4,13,4,False,4,0,1,SL,s3,3,s,3,3,True,True,3,3
289,SBSD13_231129,51.96666667,4;3,6,CP,True,,0,1,SL,s3,6,s,3,3,False,,6,6
290,FLL01_231204,50.6,4;2,20,CP,True,,1,1,SL,s3,2,s,3,3,False,,2,2
291,CCSZ05_240116,50.63333333,4;2,18,CP,True,,1,0,SL,s3,21,s,3,3,False,,99,0
292,CCHH15_240117,35.63333333,2;11,2,2,False,2,1,1,SL,s3,1,s,3,3,False,False,1,1
293,CCL02_240117,32.8,2;8,4,3,False,3,0,1,SL,s3,21,s,3,3,False,True,99,0
294,CCAH14_240117,62.53333333,5;2,30,CP,True,,1,0,SL,s3,4,s,3,3,False,,4,4
295,CCAA11_240117,49.83333333,4;1,19,CP,True,,0,0,SL,s3,3,s,3,3,True,,3,3
296,CCIR04_240117,39.33333333,3;3,15,CP,True,,1,1,SL,s3,2,s,3,3,False,,2,2
297,CHJ01_240129,63.53333333,5;3,89,CP,True,,0,1,SL,s3,2,s,3,3,False,,2,2
298,CHRT03_240129,62.16666667,5;2,14,CP,True,,1,0,SL,s3,99,s,3,3,False,,99,0
299,LHLF8_240325,37.13333333,3;1,,0,False,0,0,1,SH,s3,99,s,3,3,False,False,99,0
300,LHS13_240325,47.26666667,3;11,,2,False,2,1,0,SH,s3,2,s,3,3,False,False,2,2
301,LHM09_240325,35.36666667,2;11,,3,False,3,0,1,SH,s3,6,s,3,3,False,True,6,6
302,LHW15_240325,39.0,3;3,,4,False,4,1,0,SH,s3,1,s,3,3,False,True,1,1
303,TEL04_240327,37.96666667,3;1,,1,False,1,0,1,SH,s3,6,s,3,3,False,False,6,6
304,TEMM02_240327,49.6,4;1,15,CP,True,,1,0,SH,s3,3,s,3,3,True,,3,3
305,TEKJ05_240327,61.46666667,5;1,26,CP,True,,1,0,SH,s3,3,s,3,3,True,,3,3
306,LHBT03_240328,47.43333333,3;11,4,3,False,3,1,1,SH,s3,3,s,3,3,True,True,3,3
307,LHHMM07_240328,51.5,4;3,9,CP,True,,1,0,SH,s3,99,s,3,3,False,,99,0
308,LHB17_240328,47.8,3;11,39,CP,True,,1,1,SH,s3,3,s,3,3,True,,3,3
309,BFBM19_240402,52.8,4;4,8,2,False,2,1,0,SH,s3,99,s,3,3,False,False,99,0
310,ACURF08_240405,47.23333333,3;11,2,1,False,1,1,1,SH,s3,2,s,3,3,False,False,2,2
311,ACUHG14_240405,55.63333333,4;7,5,2,False,2,0,1,SH,s3,3,s,3,3,True,False,3,3
312,ACUT19_240405,38.46666667,3;2,12,4,False,4,1,0,SH,s3,3,s,3,3,True,True,3,3
313,ACUM37_240405,47.43333333,3;11,11,CP,True,,0,1,SH,s3,3,s,3,3,True,,3,3
314,ACUJV12_240405,56.16666667,4;8,12,CP,True,,0,1,SH,s3,3,s,3,3,True,,3,3
315,PDR18_240408,36.26666667,3;0,4,0,False,0,0,1,SH,s3,99,s,3,3,False,False,99,0
316,PDCT09_240408,35.7,2;11,3,1,False,1,0,1,SH,s3,5,s,3,3,False,False,5,5
317,PDNM28_240408,34.96666667,2;10,8,1,False,1,0,1,SH,s3,2,s,3,3,False,False,2,2
318,PDIL11_240408,37.76666667,3;1,,2,False,2,0,1,SH,s3,3,s,3,3,True,False,3,3
319,PDJ15_240408,47.6,3;11,,CP,True,,0,1,SH,s3,4,s,3,3,False,,4,4
320,PDOW08_240408,46.33333333,3;10,20,CP,True,,0,1,SH,s3,2,s,3,3,False,,2,2
321,ACOLL11_240409,43.16666667,3;7,4,2,False,2,1,1,SH,s3,3,s,3,3,True,False,3,3
322,ACOJ10_240409,40.13333333,3;4,,3,False,3,0,1,SH,s3,3,s,3,3,True,True,3,3
323,ACOOC14_240409,47.26666667,3;11,9,3,False,3,0,1,SH,s3,3,s,3,3,True,True,3,3
324,ACOCH17_240409,47.26666667,3;11,12,3,False,3,0,1,SH,s3,4,s,3,3,False,True,4,4
325,ACOBC08_240409,42.26666667,3;6,12,CP,True,,0,1,SH,s3,2,s,3,3,False,,2,2
326,BFCS12_240410,44.76666667,3;8,16,3,False,3,1,1,SH,s3,3,s,3,3,True,True,3,3
327,BFWT33_240410,51.8,4;3,10,CP,True,,1,0,SH,s3,2,s,3,3,False,,2,2
328,GDTT10_240411,41.23333333,3;5,,1,False,1,1,0,SH,s3,2,s,3,3,False,False,2,2
329,GDPW02_240411,34.73333333,2;10,,2,False,2,1,1,SH,s3,3,s,3,3,True,False,3,3
330,GDRP07_240411,46.3,3;10,9,3,False,3,1,1,SH,s3,1,s,3,3,False,True,1,1
331,GDSB08_240411,40.1,3;4,14,3,False,3,1,0,SH,s3,2,s,3,3,False,True,2,2
332,GDFK12_240411,52.86666667,4;4,7,3,False,3,1,0,SH,s3,99,s,3,3,False,True,99,0
333,GDMS11_240411,38.16666667,3;2,4,3,False,3,1,1,SH,s3,4,s,3,3,False,True,4,4
334,GDHW03_240411,54.16666667,4;6,10,4,False,4,1,1,SH,s3,7,s,3,3,False,True,99,0
335,GDL05_240411,43.23333333,3;7,12,CP,True,,0,1,SH,s3,3,s,3,3,True,,3,3
336,ACOM13_240412,54.33333333,4;6,12,3,False,3,1,1,SH,s3,2,s,3,3,False,True,2,2
337,ACOCG07_240412,49.36666667,4;1,14,CP,True,,1,0,SH,s3,7,s,3,3,False,,99,0
338,BBL02_240722,36.76666667,3;0,10,3,False,3,1,0,SL,s3,2,s,3,3,False,True,2,2
339,BBKH09_240722,31.5,2;7,,4,False,4,1,0,SL,s3,2,s,3,3,False,True,2,2
340,BBOI05_240722,53.5,4;5,9,CP,True,,0,1,SL,s3,12,s,3,3,False,,99,0
341,MOC2MB15_240729,58.03333333,4;10,,CP,True,,0,0,SL,s3,3,s,3,3,True,,3,3
342,KAAA04_240826,57.63333333,4;9,,CP,True,,0,1,SL,s3,3,s,3,3,True,,3,3
343,KAJC03_240826,48.46666667,4;0,,0,False,0,1,0,SL,s3,20,s,3,3,False,False,99,0
344,PVBB01_241021,47.8,3;11,9,2,False,2,1,0,SH,s3,1,s,3,3,False,False,1,1
345,ISEJ5_230320,31.33333333,2;7,9,2,False,2,0,0,SH,s4,2,s,4,2,True,True,2,2
346,PDBR7_230321,46.53333333,3;10,13,2,False,2,1,1,SH,s4,3,s,4,2,False,True,3,3
347,PDSN3_230321,36.4,3;0,5,3,False,3,0,0,SH,s4,3,s,4,2,False,True,3,3
348,PDFB8_230321,45.93333333,3;9,29,CP,True,,0,0,SH,s4,2,s,4,2,True,,2,2
349,PDKB12_230321,56.56666667,4;8,12,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
350,PDBN17_230321,52.8,4;4,28,CP,True,,1,0,SH,s4,2,s,4,2,True,,2,2
351,PDAB2_230323,36.03333333,3;0,4,2,False,2,0,0,SH,s4,1,s,4,2,False,True,1,1
352,PDC9_230323,42.46666667,3;6,10,4,False,4,0,0,SH,s4,5,s,4,2,False,True,5,5
353,PDLO10_230323,50.63333333,4;2,11,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
354,PDA15_230323,55.33333333,4;7,12,CP,True,,1,0,SH,s4,2,s,4,2,True,,2,2
355,ACUOS1_230324,39.16666667,3;3,4,2,False,2,0,0,SH,s4,99,s,4,2,False,True,99,0
356,ACUJ13_230324,43.8,3;7,13,3,False,3,1,1,SH,s4,2,s,4,2,True,True,2,2
357,ACUEJ5_230324,45.26666667,3;9,3,4,False,4,0,0,SH,s4,3,s,4,2,False,True,3,3
358,ACUEW15_230324,46.36666667,3;10,17,CP,True,,1,0,SH,s4,2,s,4,2,True,,2,2
359,ACUOY10_230324,53.8,4;5,49,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
360,ACOCW3_230328,57.16666667,4;9,10,CP,True,,0,0,UM,s4,2,s,4,2,True,,2,2
361,ACOED15_230328,59.13333333,4;11,59,CP,True,,1,1,UM,s4,1,s,4,2,False,,1,1
362,FCRK14_230330,49.4,4;1,10,3,False,3,0,0,UM,s4,2,s,4,2,True,True,2,2
363,GDNW2_230331,36.73333333,3;0,,2,False,2,1,1,UM,s4,1,s,4,2,False,True,1,1
364,UCVL4_230530,65.7,5;5,25,CP,True,,1,1,SH,s4,2,s,4,2,True,,2,2
365,FLML01_230713,48.23,4;0,10,2,False,2,0,0,LZ,s4,3,s,4,2,False,True,3,3
366,FLMM02_230713,42.26,3;6,13,3,False,3,0,0,LZ,s4,1,s,4,2,False,True,1,1
367,FLE03_230713,67.33,5;7,100,CP,True,,0,0,LZ,s4,2,s,4,2,True,,2,2
368,FLD01_230720,31.3,2;7,9,2,False,2,0,0,LZ,s4,2,s,4,2,True,True,2,2
369,FLEB01_230722,69.06,5;9,26,CP,True,,1,1,LZ,s4,2,s,4,2,True,,2,2
370,FLHM02_230722,83.2,6;11,40,CP,True,,0,0,LZ,s4,2,s,4,2,True,,2,2
371,FLEK03_230722,60.1,5;0,29,CP,True,,1,1,LZ,s4,1,s,4,2,False,,1,1
372,ADR08_230724,44.8,3;8,12,3,False,3,0,1,LZ,s4,2,s,4,2,True,True,2,2
373,ADL06_230724,45.03333333,3;9,12,3,False,3,1,0,LZ,s4,1,s,4,2,False,True,1,1
374,ADM05_230724,49.43333333,4;1,12,CP,True,,0,0,LZ,s4,2,s,4,2,True,,2,2
375,ADE02_230724,69.43333333,5;9,18,CP,True,,0,0,LZ,s4,2,s,4,2,True,,2,2
376,ADA03_230724,64.5,5;4,21,CP,True,,1,1,LZ,s4,2,s,4,2,True,,2,2
377,FLBR01_230803,63.86,5;3,43,CP,True,,0,0,LZ,s4,2,s,4,2,True,,2,2
378,FLGK02_230803,66.66,5;6,29,CP,True,,1,1,LZ,s4,2,s,4,2,True,,2,2
379,FLB01_230831,43.83333333,3;7,6,3,False,3,0,0,SL,s4,2,s,4,2,True,True,2,2
380,FLZK01_230902,24.16666667,2;0,1,2,False,2,1,1,LZ,s4,12,s,4,2,False,True,99,0
381,FLMC02_230902,52.13333333,4;4,14,4,False,4,0,0,LZ,s4,2,s,4,2,True,True,2,2
382,FLR03_230902,83.76666667,6;11,100,CP,True,,1,1,LZ,s4,2,s,4,2,True,,2,2
383,FLE04_230902,56.73333333,4;8,29,CP,True,,0,0,LZ,s4,2,s,4,2,True,,2,2
384,FLA06_231003,56.46666667,4;8,7,3,False,3,1,0,SL,s4,1,s,4,2,False,True,1,1
385,FLE03_231003,37.96666667,3;1,11,6,True,,1,0,SL,s4,5,s,4,2,False,,5,5
386,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,s4,5,s,4,2,False,,5,5
387,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,s4,2,s,4,2,True,,2,2
388,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,s4,2,s,4,2,True,,2,2
389,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,s4,2,s,4,2,True,True,2,2
390,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,s4,2,s,4,2,True,,2,2
391,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,s4,2,s,4,2,True,,2,2
392,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,s4,10,s,4,2,False,True,99,0
393,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,s4,2,s,4,2,True,,2,2
394,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,s4,4,s,4,2,False,,4,4
395,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,s4,2,s,4,2,True,,2,2
396,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,s4,1,s,4,2,False,True,1,1
397,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,s4,13,s,4,2,False,,99,0
398,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,s4,2,s,4,2,True,,2,2
399,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,s4,2,s,4,2,True,,2,2
400,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,s4,2,s,4,2,True,True,2,2
401,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,s4,2,s,4,2,True,False,2,2
402,SBDM11_231128,36.63333333,3;0,9,4,False,4,0,0,SL,s4,2,s,4,2,True,True,2,2
403,SBGC04_231128,40.76666667,3;4,13,4,False,4,0,1,SL,s4,2,s,4,2,True,True,2,2
404,SBSD13_231129,51.96666667,4;3,6,CP,True,,0,1,SL,s4,4,s,4,2,False,,4,4
405,FLL01_231204,50.6,4;2,20,CP,True,,1,1,SL,s4,2,s,4,2,True,,2,2
406,CCSZ05_240116,50.63333333,4;2,18,CP,True,,1,0,SL,s4,2,s,4,2,True,,2,2
407,CCHH15_240117,35.63333333,2;11,2,2,False,2,1,1,SL,s4,3,s,4,2,False,True,3,3
408,CCL02_240117,32.8,2;8,4,3,False,3,0,1,SL,s4,24,s,4,2,False,True,99,0
409,CCAH14_240117,62.53333333,5;2,30,CP,True,,1,0,SL,s4,4,s,4,2,False,,4,4
410,CCAA11_240117,49.83333333,4;1,19,CP,True,,0,0,SL,s4,2,s,4,2,True,,2,2
411,CCIR04_240117,39.33333333,3;3,15,CP,True,,1,1,SL,s4,1,s,4,2,False,,1,1
412,CHJ01_240129,63.53333333,5;3,89,CP,True,,0,1,SL,s4,2,s,4,2,True,,2,2
413,CHRT03_240129,62.16666667,5;2,14,CP,True,,1,0,SL,s4,99,s,4,2,False,,99,0
414,LHLF8_240325,37.13333333,3;1,,0,False,0,0,1,SH,s4,12,s,4,2,False,False,99,0
415,LHS13_240325,47.26666667,3;11,,2,False,2,1,0,SH,s4,1,s,4,2,False,True,1,1
416,LHM09_240325,35.36666667,2;11,,3,False,3,0,1,SH,s4,7,s,4,2,False,True,99,0
417,LHW15_240325,39.0,3;3,,4,False,4,1,0,SH,s4,1,s,4,2,False,True,1,1
418,TEL04_240327,37.96666667,3;1,,1,False,1,0,1,SH,s4,3,s,4,2,False,False,3,3
419,TEMM02_240327,49.6,4;1,15,CP,True,,1,0,SH,s4,2,s,4,2,True,,2,2
420,TEKJ05_240327,61.46666667,5;1,26,CP,True,,1,0,SH,s4,3,s,4,2,False,,3,3
421,LHBT03_240328,47.43333333,3;11,4,3,False,3,1,1,SH,s4,2,s,4,2,True,True,2,2
422,LHHMM07_240328,51.5,4;3,9,CP,True,,1,0,SH,s4,4,s,4,2,False,,4,4
423,LHB17_240328,47.8,3;11,39,CP,True,,1,1,SH,s4,2,s,4,2,True,,2,2
424,BFBM19_240402,52.8,4;4,8,2,False,2,1,0,SH,s4,99,s,4,2,False,True,99,0
425,ACURF08_240405,47.23333333,3;11,2,1,False,1,1,1,SH,s4,1,s,4,2,False,False,1,1
426,ACUHG14_240405,55.63333333,4;7,5,2,False,2,0,1,SH,s4,3,s,4,2,False,True,3,3
427,ACUT19_240405,38.46666667,3;2,12,4,False,4,1,0,SH,s4,5,s,4,2,False,True,5,5
428,ACUM37_240405,47.43333333,3;11,11,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
429,ACUJV12_240405,56.16666667,4;8,12,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
430,PDR18_240408,36.26666667,3;0,4,0,False,0,0,1,SH,s4,99,s,4,2,False,False,99,0
431,PDCT09_240408,35.7,2;11,3,1,False,1,0,1,SH,s4,3,s,4,2,False,False,3,3
432,PDNM28_240408,34.96666667,2;10,8,1,False,1,0,1,SH,s4,3,s,4,2,False,False,3,3
433,PDIL11_240408,37.76666667,3;1,,2,False,2,0,1,SH,s4,4,s,4,2,False,True,4,4
434,PDJ15_240408,47.6,3;11,,CP,True,,0,1,SH,s4,4,s,4,2,False,,4,4
435,PDOW08_240408,46.33333333,3;10,20,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
436,ACOLL11_240409,43.16666667,3;7,4,2,False,2,1,1,SH,s4,6,s,4,2,False,True,6,6
437,ACOJ10_240409,40.13333333,3;4,,3,False,3,0,1,SH,s4,8,s,4,2,False,True,99,0
438,ACOOC14_240409,47.26666667,3;11,9,3,False,3,0,1,SH,s4,2,s,4,2,True,True,2,2
439,ACOCH17_240409,47.26666667,3;11,12,3,False,3,0,1,SH,s4,8,s,4,2,False,True,99,0
440,ACOBC08_240409,42.26666667,3;6,12,CP,True,,0,1,SH,s4,2,s,4,2,True,,2,2
441,BFCS12_240410,44.76666667,3;8,16,3,False,3,1,1,SH,s4,1,s,4,2,False,True,1,1
442,BFWT33_240410,51.8,4;3,10,CP,True,,1,0,SH,s4,2,s,4,2,True,,2,2
443,GDTT10_240411,41.23333333,3;5,,1,False,1,1,0,SH,s4,1,s,4,2,False,False,1,1
444,GDPW02_240411,34.73333333,2;10,,2,False,2,1,1,SH,s4,2,s,4,2,True,True,2,2
445,GDRP07_240411,46.3,3;10,9,3,False,3,1,1,SH,s4,1,s,4,2,False,True,1,1
446,GDSB08_240411,40.1,3;4,14,3,False,3,1,0,SH,s4,2,s,4,2,True,True,2,2
447,GDFK12_240411,52.86666667,4;4,7,3,False,3,1,0,SH,s4,99,s,4,2,False,True,99,0
448,GDMS11_240411,38.16666667,3;2,4,3,False,3,1,1,SH,s4,2,s,4,2,True,True,2,2
449,GDHW03_240411,54.16666667,4;6,10,4,False,4,1,1,SH,s4,2,s,4,2,True,True,2,2
450,GDL05_240411,43.23333333,3;7,12,CP,True,,0,1,SH,s4,3,s,4,2,False,,3,3
451,ACOM13_240412,54.33333333,4;6,12,3,False,3,1,1,SH,s4,1,s,4,2,False,True,1,1
452,ACOCG07_240412,49.36666667,4;1,14,CP,True,,1,0,SH,s4,4,s,4,2,False,,4,4
453,BBL02_240722,36.76666667,3;0,10,3,False,3,1,0,SL,s4,1,s,4,2,False,True,1,1
454,BBKH09_240722,31.5,2;7,,4,False,4,1,0,SL,s4,2,s,4,2,True,True,2,2
455,BBOI05_240722,53.5,4;5,9,CP,True,,0,1,SL,s4,20,s,4,2,False,,99,0
456,MOC2MB15_240729,58.03333333,4;10,,CP,True,,0,0,SL,s4,2,s,4,2,True,,2,2
457,KAAA04_240826,57.63333333,4;9,,CP,True,,0,1,SL,s4,2,s,4,2,True,,2,2
458,KAJC03_240826,48.46666667,4;0,,0,False,0,1,0,SL,s4,20,s,4,2,False,False,99,0
459,PVBB01_241021,47.8,3;11,9,2,False,2,1,0,SH,s4,1,s,4,2,False,True,1,1
460,ISEJ5_230320,31.33333333,2;7,9,2,False,2,0,0,SH,s5,2,s,5,4,False,False,2,2
461,PDBR7_230321,46.53333333,3;10,13,2,False,2,1,1,SH,s5,4,s,5,4,True,False,4,4
462,PDSN3_230321,36.4,3;0,5,3,False,3,0,0,SH,s5,4,s,5,4,True,False,4,4
463,PDFB8_230321,45.93333333,3;9,29,CP,True,,0,0,SH,s5,4,s,5,4,True,,4,4
464,PDKB12_230321,56.56666667,4;8,12,CP,True,,0,1,SH,s5,4,s,5,4,True,,4,4
465,PDBN17_230321,52.8,4;4,28,CP,True,,1,0,SH,s5,4,s,5,4,True,,4,4
466,PDAB2_230323,36.03333333,3;0,4,2,False,2,0,0,SH,s5,1,s,5,4,False,False,1,1
467,PDC9_230323,42.46666667,3;6,10,4,False,4,0,0,SH,s5,2,s,5,4,False,True,2,2
468,PDLO10_230323,50.63333333,4;2,11,CP,True,,0,1,SH,s5,4,s,5,4,True,,4,4
469,PDA15_230323,55.33333333,4;7,12,CP,True,,1,0,SH,s5,2,s,5,4,False,,2,2
470,ACUOS1_230324,39.16666667,3;3,4,2,False,2,0,0,SH,s5,99,s,5,4,False,False,99,0
471,ACUJ13_230324,43.8,3;7,13,3,False,3,1,1,SH,s5,2,s,5,4,False,False,2,2
472,ACUEJ5_230324,45.26666667,3;9,3,4,False,4,0,0,SH,s5,3,s,5,4,False,True,3,3
473,ACUEW15_230324,46.36666667,3;10,17,CP,True,,1,0,SH,s5,3,s,5,4,False,,3,3
474,ACUOY10_230324,53.8,4;5,49,CP,True,,0,1,SH,s5,4,s,5,4,True,,4,4
475,ACOCW3_230328,57.16666667,4;9,10,CP,True,,0,0,UM,s5,4,s,5,4,True,,4,4
476,ACOED15_230328,59.13333333,4;11,59,CP,True,,1,1,UM,s5,2,s,5,4,False,,2,2
477,FCRK14_230330,49.4,4;1,10,3,False,3,0,0,UM,s5,4,s,5,4,True,False,4,4
478,GDNW2_230331,36.73333333,3;0,,2,False,2,1,1,UM,s5,2,s,5,4,False,False,2,2
479,UCVL4_230530,65.7,5;5,25,CP,True,,1,1,SH,s5,4,s,5,4,True,,4,4
480,FLML01_230713,48.23,4;0,10,2,False,2,0,0,LZ,s5,4,s,5,4,True,False,4,4
481,FLMM02_230713,42.26,3;6,13,3,False,3,0,0,LZ,s5,2,s,5,4,False,False,2,2
482,FLE03_230713,67.33,5;7,100,CP,True,,0,0,LZ,s5,2,s,5,4,False,,2,2
483,FLD01_230720,31.3,2;7,9,2,False,2,0,0,LZ,s5,2,s,5,4,False,False,2,2
484,FLEB01_230722,69.06,5;9,26,CP,True,,1,1,LZ,s5,2,s,5,4,False,,2,2
485,FLHM02_230722,83.2,6;11,40,CP,True,,0,0,LZ,s5,4,s,5,4,True,,4,4
486,FLEK03_230722,60.1,5;0,29,CP,True,,1,1,LZ,s5,2,s,5,4,False,,2,2
487,ADR08_230724,44.8,3;8,12,3,False,3,0,1,LZ,s5,2,s,5,4,False,False,2,2
488,ADL06_230724,45.03333333,3;9,12,3,False,3,1,0,LZ,s5,2,s,5,4,False,False,2,2
489,ADM05_230724,49.43333333,4;1,12,CP,True,,0,0,LZ,s5,4,s,5,4,True,,4,4
490,ADE02_230724,69.43333333,5;9,18,CP,True,,0,0,LZ,s5,4,s,5,4,True,,4,4
491,ADA03_230724,64.5,5;4,21,CP,True,,1,1,LZ,s5,2,s,5,4,False,,2,2
492,FLBR01_230803,63.86,5;3,43,CP,True,,0,0,LZ,s5,4,s,5,4,True,,4,4
493,FLGK02_230803,66.66,5;6,29,CP,True,,1,1,LZ,s5,4,s,5,4,True,,4,4
494,FLB01_230831,43.83333333,3;7,6,3,False,3,0,0,SL,s5,4,s,5,4,True,False,4,4
495,FLZK01_230902,24.16666667,2;0,1,2,False,2,1,1,LZ,s5,4,s,5,4,True,False,4,4
496,FLMC02_230902,52.13333333,4;4,14,4,False,4,0,0,LZ,s5,4,s,5,4,True,True,4,4
497,FLR03_230902,83.76666667,6;11,100,CP,True,,1,1,LZ,s5,4,s,5,4,True,,4,4
498,FLE04_230902,56.73333333,4;8,29,CP,True,,0,0,LZ,s5,4,s,5,4,True,,4,4
499,FLA06_231003,56.46666667,4;8,7,3,False,3,1,0,SL,s5,2,s,5,4,False,False,2,2
500,FLE03_231003,37.96666667,3;1,11,6,True,,1,0,SL,s5,5,s,5,4,False,,5,5
501,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,s5,6,s,5,4,False,,6,6
502,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,s5,4,s,5,4,True,,4,4
503,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,s5,4,s,5,4,True,,4,4
504,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,s5,4,s,5,4,True,False,4,4
505,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,s5,4,s,5,4,True,,4,4
506,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,s5,4,s,5,4,True,,4,4
507,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,s5,23,s,5,4,False,False,99,0
508,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,s5,4,s,5,4,True,,4,4
509,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,s5,2,s,5,4,False,,2,2
510,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,s5,4,s,5,4,True,,4,4
511,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,s5,6,s,5,4,False,False,6,6
512,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,s5,21,s,5,4,False,,99,0
513,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,s5,4,s,5,4,True,,4,4
514,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,s5,2,s,5,4,False,,2,2
515,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,s5,2,s,5,4,False,False,2,2
516,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,s5,2,s,5,4,False,False,2,2
